89.52 90.4242 182.96 183.879 307.455 308.483 437.28 438.376 473.7 474.649 
89.24 90.1414 181.96 182.874 300 301.003 419.52 420.571 528.8 529.86 
78.76 79.5556 175.24 176.121 286.182 287.139 374.56 375.499 530.3 531.363 
116.42 117.596 197.84 198.834 322.242 323.32 431.6 432.682 445 445.892 
83.42 84.2626 234.16 235.337 253.939 254.789 341.36 342.216 491.7 492.685 
120.98 122.202 139.88 140.583 304.303 305.321 382.16 383.118 481.4 482.365 
118.8 120 225.64 226.774 315.758 316.814 345.04 345.905 485.4 486.373 
87.7 88.5859 189.24 190.191 350.364 351.535 442.4 443.509 476.7 477.655 
81.08 81.899 207.56 208.603 306.97 307.996 385.92 386.887 543.1 544.188 
101.96 102.99 228.16 229.307 324.545 325.631 413.68 414.717 494.2 495.19 
114.48 115.636 197.44 198.432 295.879 296.868 407.12 408.14 472.5 473.447 
104.34 105.394 218.84 219.94 299.212 300.213 402 403.008 466.4 467.335 
94.38 95.3333 148.16 148.905 314.667 315.719 397.12 398.115 495.9 496.894 
102.86 103.899 207.76 208.804 299.939 300.943 358.56 359.459 488.1 489.078 
91.08 92 200.08 201.085 258.788 259.653 396 396.992 523.5 524.549 
92.92 93.8586 187.24 188.181 286.485 287.443 346.96 347.83 528.2 529.259 
93.38 94.3232 184.44 185.367 294.242 295.227 431.28 432.361 507.1 508.116 
104.62 105.677 179.24 180.141 316.848 317.908 409.6 410.627 480.9 481.864 
117 118.182 248.36 249.608 332.303 333.414 403.6 404.612 537.8 538.878 
118 119.192 176.72 177.608 281.758 282.7 418.64 419.689 497.7 498.697 
126.26 127.535 154.64 155.417 360.121 361.326 399.36 400.361 517.6 518.637 
78.52 79.3131 165.6 166.432 273.152 274.065 413.12 414.155 536.6 537.675 
99.42 100.424 175.12 176 275.212 276.133 376.08 377.023 558.7 559.82 
96.48 97.4545 203.08 204.101 311.091 312.131 351.36 352.241 479.6 480.561 
88.78 89.6768 234.08 235.256 298.545 299.544 427.2 428.271 540.1 541.182 
72.78 73.5152 198.16 199.156 309.515 310.55 436.24 437.333 492.8 493.788 
99.14 100.141 203.32 204.342 305.152 306.172 462.96 464.12 514.8 515.832 
105.68 106.747 175.56 176.442 371.333 372.575 416 417.043 493.3 494.289 
91.62 92.5455 196.24 197.226 324.364 325.448 461.2 462.356 509.3 510.321 
106.14 107.212 193.8 194.774 293.758 294.74 389.12 390.095 489.3 490.281 
134.24 135.596 182.8 183.719 290.182 291.152 449.12 450.246 450.4 451.303 
106.82 107.899 230.2 231.357 305.394 306.415 420 421.053 528.5 529.559 
105.6 106.667 229.04 230.191 322.788 323.867 405.68 406.697 522.4 523.447 
89.14 90.0404 208.8 209.849 301.03 302.037 442.16 443.268 482.9 483.868 
97.94 98.9293 222.4 223.518 306.424 307.449 366.72 367.639 454.9 455.812 
108.56 109.657 199.84 200.844 373.939 375.19 400.16 401.163 493.6 494.589 
118.68 119.879 193.04 194.01 298.545 299.544 411.28 412.311 454.4 455.311 
119.8 121.01 226.64 227.779 231.576 232.35 405.36 406.376 491 491.984 
70.12 70.8283 189.4 190.352 309.152 310.185 401.6 402.607 479.7 480.661 
122.06 123.293 217.28 218.372 272.424 273.335 397.84 398.837 464.8 465.731 
102.12 103.152 183.2 184.121 288.667 289.632 387.36 388.331 474.7 475.651 
67.98 68.6667 257 258.291 310.909 311.949 426.56 427.629 496.2 497.194 
86.88 87.7576 199.64 200.643 333.03 334.144 387.6 388.571 529.7 530.762 
77.22 78 189.16 190.111 311.636 312.679 413.52 414.556 495.5 496.493 
92.32 93.2525 180.36 181.266 288.182 289.146 388.56 389.534 477.3 478.257 
76.96 77.7374 185.48 186.412 291.03 292.004 401.28 402.286 498.2 499.198 
101.98 103.01 218.76 219.859 308.909 309.942 365.2 366.115 528.3 529.359 
88.94 89.8384 219.88 220.985 280.909 281.849 393.36 394.346 490.1 491.082 
131.1 132.424 230.24 231.397 350.606 351.779 423.52 424.581 551.8 552.906 
109.94 111.051 197.32 198.312 352.788 353.968 381.44 382.396 487.4 488.377 
93.7 94.6465 214.6 215.678 313.758 314.807 364.24 365.153 510 511.022 
102.36 103.394 178.76 179.658 307.333 308.361 399.52 400.521 438.8 439.679 
96.72 97.697 225.2 226.332 319.333 320.401 397.12 398.115 479.1 480.06 
100.14 101.152 200.36 201.367 313.333 314.381 402 403.008 463.1 464.028 
113.92 115.071 224.4 225.528 311.455 312.496 380.64 381.594 512.4 513.427 
128.4 129.697 198.24 199.236 322.485 323.563 406.96 407.98 493.5 494.489 
113.9 115.051 192.76 193.729 311.636 312.679 432.96 434.045 497.7 498.697 
75.88 76.6465 206.04 207.075 318.97 320.036 422.88 423.94 516.6 517.635 
96.56 97.5354 220.48 221.588 268.182 269.079 392.8 393.784 475.2 476.152 
106.8 107.879 155.68 156.462 279.273 280.207 386.56 387.529 475 475.952 
102.66 103.697 172.4 173.266 351.939 353.116 392.48 393.464 480.8 481.764 
116.24 117.414 191.08 192.04 263.939 264.822 444.8 445.915 437.1 437.976 
100.24 101.253 201.44 202.452 297.333 298.328 427.52 428.591 512.2 513.226 
121.6 122.828 211.4 212.462 282.182 283.126 402.32 403.328 482.6 483.567 
97.54 98.5253 210.4 211.457 301.515 302.524 391.04 392.02 488.7 489.679 
92.84 93.7778 184.72 185.648 290.545 291.517 406.88 407.9 485.5 486.473 
61.2 61.8182 193.96 194.935 324.848 325.935 404.48 405.494 468.6 469.539 
90.08 90.9899 152 152.764 269.273 270.173 420.88 421.935 569.4 570.541 
93.46 94.404 216.88 217.97 305.636 306.659 434.56 435.649 629.2 630.461 
89.9 90.8081 173.28 174.151 262.848 263.728 455.76 456.902 528.1 529.158 
92.1 93.0303 238.48 239.678 318.364 319.428 394.64 395.629 476.8 477.756 
89.22 90.1212 178.12 179.015 268.242 269.14 407.6 408.622 464.9 465.832 
106.56 107.636 190.56 191.518 290.061 291.031 398.08 399.078 557.6 558.717 
101.16 102.182 186.52 187.457 278.485 279.416 372.96 373.895 486.4 487.375 
82.74 83.5758 191.48 192.442 299.091 300.091 404.08 405.093 476.6 477.555 
98.92 99.9192 219.2 220.302 375.333 376.589 382.48 383.439 520.7 521.743 
93.92 94.8687 189.2 190.151 326 327.09 438 439.098 443.1 443.988 
111.6 112.727 213.44 214.513 339.879 341.016 385.68 386.647 532.8 533.868 
92.9 93.8384 212.04 213.106 303.818 304.834 359.12 360.02 522.3 523.347 
87.4 88.2828 207.08 208.121 279.333 280.268 361.84 362.747 513.7 514.729 
92.2 93.1313 232.28 233.447 301.455 302.463 455.68 456.822 494.9 495.892 
97.06 98.0404 192.84 193.809 347.455 348.617 419.28 420.331 532.1 533.166 
120.22 121.434 176.56 177.447 318.364 319.428 379.12 380.07 452.2 453.106 
99.08 100.081 214 215.075 261.697 262.572 344.64 345.504 512.9 513.928 
113.74 114.889 216.84 217.93 332.606 333.718 384.56 385.524 499.2 500.2 
80.04 80.8485 201.4 202.412 359.697 360.9 391.52 392.501 468.9 469.84 
103.4 104.444 203.28 204.302 294.909 295.895 386.72 387.689 469.4 470.341 
105.3 106.364 180.44 181.347 307.818 308.848 385.2 386.165 548 549.098 
101.92 102.949 206.52 207.558 300.303 301.307 385.92 386.887 506.5 507.515 
112.12 113.253 168.32 169.166 273.091 274.004 400.24 401.243 495.9 496.894 
91.66 92.5859 204.88 205.91 289.394 290.362 369.36 370.286 557.3 558.417 
107.84 108.929 180.4 181.307 381.818 383.095 385.84 386.807 486.5 487.475 
71.76 72.4848 210 211.055 348.727 349.894 369.04 369.965 618.8 620.04 
85.68 86.5455 210.64 211.698 364.303 365.521 411.2 412.231 523 524.048 
118.3 119.495 193.2 194.171 263.273 264.153 410.16 411.188 492 492.986 
111.22 112.343 206.04 207.075 324.182 325.266 419.84 420.892 502.3 503.307 
90.3 91.2121 155.92 156.704 267.939 268.836 393.92 394.907 478.9 479.86 
113.04 114.182 215.96 217.045 334.727 335.847 424.88 425.945 462.5 463.427 
86.34 87.2121 162.4 163.216 318.424 319.489 416.56 417.604 509.8 510.822 
90.4 91.3131 178.76 179.658 296.485 297.476 399.44 400.441 475.4 476.353 
80.32 81.1313 167.8 168.643 285.394 286.348 391.76 392.742 453.2 454.108 
97.26 98.2424 176.24 177.126 303.394 304.409 378.56 379.509 474 474.95 
108.96 110.061 193.2 194.171 372.364 373.609 356 356.892 461.4 462.325 
102.86 103.899 186.2 187.136 299.576 300.578 379.36 380.311 510.5 511.523 
114.3 115.455 198.76 199.759 292.364 293.341 392.8 393.784 491.2 492.184 
85.56 86.4242 195.88 196.864 299.515 300.517 399.52 400.521 484.1 485.07 
81.16 81.9798 212.88 213.95 333.273 334.387 387.68 388.652 500 501.002 
120.06 121.273 229.6 230.754 312 313.043 400.56 401.564 521.4 522.445 
91.26 92.1818 184.72 185.648 318.121 319.185 375.84 376.782 480.5 481.463 
105.46 106.525 184.08 185.005 351.576 352.752 434.16 435.248 481.8 482.766 
90.04 90.9495 205.24 206.271 322.424 323.503 360.8 361.704 545.9 546.994 
129.12 130.424 193.36 194.332 276.727 277.653 461.44 462.596 554.9 556.012 
104.2 105.253 212.72 213.789 292.909 293.889 392.48 393.464 503.6 504.609 
117.82 119.01 222.16 223.276 352 353.177 397.44 398.436 471.5 472.445 
102.88 103.919 173.8 174.673 274.242 275.16 372.72 373.654 429.4 430.261 
98.76 99.7576 202.04 203.055 302.788 303.801 407.36 408.381 570 571.142 
139.32 140.727 202.36 203.377 340 341.137 410.64 411.669 560.6 561.723 
112.66 113.798 214.88 215.96 306.242 307.267 400.4 401.404 551.5 552.605 
107.9 108.99 200.72 201.729 302.848 303.861 444.16 445.273 551.8 552.906 
94.1 95.0505 209.12 210.171 266.121 267.011 429.2 430.276 484.1 485.07 
97.32 98.303 178.44 179.337 313.394 314.442 398.24 399.238 546.5 547.595 
104.62 105.677 186.28 187.216 283.03 283.977 392.96 393.945 468 468.938 
91.22 92.1414 177.6 178.492 274.121 275.038 457.44 458.586 484 484.97 
103.88 104.929 170.52 171.377 298.303 299.301 397.68 398.677 480.5 481.463 
107.7 108.788 187.28 188.221 319.152 320.219 389.28 390.256 552.7 553.808 
81.2 82.0202 174.52 175.397 292.788 293.767 455.2 456.341 502.6 503.607 
113.46 114.606 219.04 220.141 288.606 289.571 427.44 428.511 473.6 474.549 
82.54 83.3737 165.68 166.513 350.364 351.535 385.52 386.486 541.4 542.485 
125.82 127.091 217.64 218.734 339.091 340.225 396.8 397.794 489.6 490.581 
92.76 93.697 214.4 215.477 296.909 297.902 364.08 364.992 495.7 496.693 
96.1 97.0707 181.72 182.633 329.091 330.192 432.88 433.965 529.4 530.461 
99.18 100.182 165.24 166.07 294.848 295.835 392.88 393.865 489.5 490.481 
99.78 100.788 218.04 219.136 341.03 342.171 416.8 417.845 521.6 522.645 
75.48 76.2424 220.52 221.628 284.788 285.74 384.4 385.363 461.2 462.124 
100.3 101.313 187.72 188.663 277.939 278.869 413.92 414.957 545.4 546.493 
130.84 132.162 202.88 203.899 283.273 284.22 407.12 408.14 474.3 475.251 
128.24 129.535 236.28 237.467 310.121 311.158 351.84 352.722 479.1 480.06 
89.16 90.0606 173.56 174.432 285.394 286.348 389.52 390.496 558.9 560.02 
100.54 101.556 226.68 227.819 289.212 290.179 393.92 394.907 580.3 581.463 
107.4 108.485 200.68 201.688 291.091 292.064 444.56 445.674 463.6 464.529 
88.18 89.0707 195.56 196.543 322.303 323.381 378.32 379.268 478.8 479.76 
93.02 93.9596 212.52 213.588 276.182 277.106 409.04 410.065 464.7 465.631 
123.52 124.768 172.16 173.025 259.333 260.201 363.92 364.832 507.3 508.317 
107.58 108.667 213.04 214.111 272.364 273.275 485.92 487.138 441.8 442.685 
113.42 114.566 222.92 224.04 317.455 318.516 420.16 421.213 513 514.028 
115.68 116.848 201.56 202.573 317.273 318.334 404.72 405.734 506.3 507.315 
103.38 104.424 187.04 187.98 274.667 275.585 410.96 411.99 484.8 485.772 
101.82 102.848 187.76 188.704 294.424 295.409 458.24 459.388 536.2 537.275 
86.44 87.3131 200.68 201.688 268.303 269.2 380.16 381.113 523.7 524.749 
111.8 112.929 176.72 177.608 299.636 300.638 379.28 380.231 507.3 508.317 
75.76 76.5253 198.24 199.236 267.394 268.288 362.72 363.629 484.1 485.07 
105.46 106.525 209 210.05 291.03 292.004 400.96 401.965 499.5 500.501 
106.84 107.919 210.68 211.739 321.152 322.226 413.36 414.396 466.1 467.034 
129.84 131.152 199.6 200.603 303.515 304.53 396.48 397.474 483.9 484.87 
108.98 110.081 197.28 198.271 308.788 309.821 420.64 421.694 524.2 525.251 
100.88 101.899 211.96 213.025 270.727 271.633 406.8 407.82 483.3 484.269 
77.22 78 175.12 176 304.424 305.442 398.24 399.238 527.1 528.156 
107.1 108.182 217.8 218.894 278.606 279.538 352.56 353.444 484.1 485.07 
97.1 98.0808 199.4 200.402 310.061 311.098 410.4 411.429 482.9 483.868 
96 96.9697 174.04 174.915 314.97 316.023 358.4 359.298 503.6 504.609 
102.32 103.354 205.4 206.432 337.879 339.009 345.6 346.466 475.9 476.854 
108.72 109.818 204.28 205.307 313.939 314.989 441.2 442.306 515.3 516.333 
77.62 78.404 214.04 215.116 305.697 306.719 397.44 398.436 454.6 455.511 
94.2 95.1515 190.8 191.759 345.515 346.671 423.12 424.18 480.1 481.062 
95.3 96.2626 212.48 213.548 301.212 302.22 386.64 387.609 466.5 467.435 
107.98 109.071 184.64 185.568 316 317.057 411.76 412.792 480 480.962 
85.04 85.899 220.16 221.266 267.091 267.984 420.32 421.373 541.5 542.585 
99.3 100.303 163.4 164.221 260.061 260.93 374.08 375.018 527.4 528.457 
96.38 97.3535 191.92 192.884 271.939 272.849 370.72 371.649 501.2 502.204 
94.7 95.6566 189.36 190.312 274.485 275.403 439.12 440.221 478.2 479.158 
82.66 83.4949 198.36 199.357 281.636 282.578 378.48 379.429 493.3 494.289 
82.1 82.9293 214.52 215.598 285.333 286.288 427.12 428.19 498.2 499.198 
86.34 87.2121 190.56 191.518 341.273 342.414 349.6 350.476 520.3 521.343 
96.72 97.697 174 174.874 291.576 292.551 426.8 427.87 470.6 471.543 
89.7 90.6061 192.56 193.528 314.303 315.354 370.24 371.168 548 549.098 
111.34 112.465 203.6 204.623 315.939 316.996 398.96 399.96 464 464.93 
92 92.9293 247.52 248.764 300.97 301.976 385.76 386.727 486.8 487.776 
92.96 93.899 183.24 184.161 312.667 313.712 372.56 373.494 502.2 503.206 
92.42 93.3535 219.08 220.181 273.152 274.065 407.92 408.942 494.8 495.792 
84.38 85.2323 159.72 160.523 328.061 329.158 391.12 392.1 414.3 415.13 
101.64 102.667 191.24 192.201 318.364 319.428 397.28 398.276 440.6 441.483 
86.54 87.4141 189.04 189.99 274.606 275.524 469.52 470.697 507.5 508.517 
101.12 102.141 221.52 222.633 305.697 306.719 404.64 405.654 539.3 540.381 
92.72 93.6566 191.84 192.804 278.606 279.538 413.76 414.797 499.9 500.902 
98.2 99.1919 207.6 208.643 267.576 268.471 396.72 397.714 476.1 477.054 
94.84 95.798 199.44 200.442 300.667 301.672 368.8 369.724 502.8 503.808 
119.76 120.97 199.28 200.281 310.485 311.523 376.56 377.504 452.1 453.006 
114.74 115.899 185.4 186.332 278.242 279.173 410.56 411.589 509.4 510.421 
96.48 97.4545 183.28 184.201 352.121 353.299 393.12 394.105 400.7 401.503 
92.84 93.7778 209.96 211.015 292.424 293.402 378.4 379.348 528.5 529.559 
91.52 92.4444 183.32 184.241 285.03 285.984 415.2 416.241 475.5 476.453 
106.14 107.212 224.68 225.809 301.333 302.341 426.88 427.95 520.6 521.643 
76.58 77.3535 194.92 195.899 288.303 289.267 442.64 443.749 527 528.056 
103.3 104.343 248.76 250.01 293.333 294.314 391.12 392.1 486.3 487.275 
90.82 91.7374 180.16 181.065 292.97 293.95 351.92 352.802 540.4 541.483 
100.32 101.333 214.36 215.437 297.818 298.814 393.76 394.747 510.5 511.523 
110.74 111.859 201.88 202.894 332.909 334.022 424.32 425.383 431.5 432.365 
90.56 91.4747 214.24 215.317 301.697 302.706 384.88 385.845 500.3 501.303 
102.3 103.333 176.72 177.608 299.636 300.638 418.48 419.529 452.9 453.808 
95.48 96.4444 143.2 143.92 313.03 314.077 423.2 424.261 496.4 497.395 
86.06 86.9293 210.2 211.256 303.03 304.044 371.28 372.211 522.9 523.948 
62.18 62.8081 199 200 307.273 308.3 466.16 467.328 461.2 462.124 
98.02 99.0101 236.04 237.226 292.303 293.281 387.52 388.491 483.6 484.569 
97.72 98.7071 211.96 213.025 253.818 254.667 417.12 418.165 520.1 521.142 
112.98 114.121 194.48 195.457 319.03 320.097 416.4 417.444 475 475.952 
94.12 95.0707 211 212.06 330 331.104 439.92 441.023 443.4 444.289 
117.66 118.848 204.72 205.749 312.242 313.287 394.8 395.789 553.1 554.208 
79.72 80.5253 180.96 181.869 304 305.017 431.36 432.441 558.8 559.92 
113.68 114.828 177.76 178.653 274.485 275.403 399.52 400.521 429.7 430.561 
104.52 105.576 192.84 193.809 314.061 315.111 392.88 393.865 521.2 522.244 
100.52 101.535 184.04 184.965 311.818 312.861 372 372.932 481.9 482.866 
88.14 89.0303 227.4 228.543 257.515 258.376 361.04 361.945 468 468.938 
86.18 87.0505 164.96 165.789 326.848 327.942 379.52 380.471 475.1 476.052 
82.52 83.3535 211.2 212.261 309.152 310.185 398.8 399.799 487.6 488.577 
91.74 92.6667 227.68 228.824 313.394 314.442 397.04 398.035 532 533.066 
113.32 114.465 197.12 198.111 301.758 302.767 430.8 431.88 465.6 466.533 
107.02 108.101 221.28 222.392 301.636 302.645 378.88 379.83 538.2 539.279 
74.7 75.4545 193.24 194.211 292.364 293.341 324.32 325.133 485.7 486.673 
98.34 99.3333 191.56 192.523 280.788 281.727 388.48 389.454 524.6 525.651 
92.86 93.798 232.88 234.05 274.485 275.403 381.92 382.877 494.3 495.291 
83.26 84.101 184.44 185.367 258.909 259.775 397.6 398.596 537.3 538.377 
109.5 110.606 230.96 232.121 315.273 316.327 353.92 354.807 531 532.064 
99.54 100.545 193.72 194.693 300.061 301.064 365.76 366.677 521.4 522.445 
92.04 92.9697 226.96 228.101 287.939 288.902 385.36 386.326 484.9 485.872 
79.32 80.1212 186.2 187.136 317.333 318.395 382.16 383.118 516.2 517.234 
111.06 112.182 206.24 207.276 299.333 300.334 381.84 382.797 481.4 482.365 
114.86 116.02 221 222.111 290.545 291.517 377.44 378.386 517.2 518.236 
116.86 118.04 200.72 201.729 325.152 326.239 412.64 413.674 503 504.008 
101.98 103.01 234.68 235.859 270.788 271.694 385.92 386.887 500.7 501.703 
87.28 88.1616 185.16 186.09 327.152 328.246 385.36 386.326 537.6 538.677 
113.18 114.323 170.24 171.095 342.606 343.752 384.16 385.123 518.2 519.238 
109.38 110.485 209.36 210.412 312.364 313.408 410.8 411.83 465.7 466.633 
136.82 138.202 181.32 182.231 334.545 335.664 389.12 390.095 485.9 486.874 
114.58 115.737 164.04 164.864 354.061 355.245 371.12 372.05 473.2 474.148 
116.02 117.192 157.6 158.392 327.939 329.036 388.32 389.293 441.9 442.786 
81.58 82.404 175.96 176.844 313.333 314.381 373.12 374.055 480.9 481.864 
88.98 89.8788 248.64 249.889 284.788 285.74 445.2 446.316 552.3 553.407 
88.88 89.7778 179.88 180.784 278.545 279.477 410.72 411.749 500.2 501.202 
99.4 100.404 164.88 165.709 298.364 299.362 358.96 359.86 508.3 509.319 
106.18 107.253 203.52 204.543 280.424 281.362 392.24 393.223 483.5 484.469 
91.52 92.4444 157.12 157.91 292.182 293.159 375.12 376.06 511.3 512.325 
90.48 91.3939 217.08 218.171 289.515 290.483 394.48 395.469 502 503.006 
112.54 113.677 242.16 243.377 301.03 302.037 396.16 397.153 489.3 490.281 
95.94 96.9091 179.24 180.141 301.576 302.584 400.48 401.484 508.7 509.719 
100.58 101.596 171.12 171.98 292.909 293.889 421.2 422.256 497.1 498.096 
82.42 83.2525 186.28 187.216 348.606 349.772 414.48 415.519 450.5 451.403 
113.72 114.869 188.52 189.467 320.242 321.313 410.8 411.83 493.1 494.088 
87.96 88.8485 185.32 186.251 357.273 358.468 357.52 358.416 497.2 498.196 
81.8 82.6263 173.88 174.754 274.364 275.281 399.6 400.602 513.2 514.228 
94.48 95.4343 178.72 179.618 252.606 253.451 438.64 439.739 499.2 500.2 
110.5 111.616 241.24 242.452 283.758 284.707 404.88 405.895 515 516.032 
96.9 97.8788 214.24 215.317 326.061 327.151 341.84 342.697 475.4 476.353 
99.54 100.545 216.36 217.447 318.788 319.854 399.12 400.12 481.9 482.866 
128.28 129.576 185.44 186.372 320.485 321.557 395.44 396.431 458 458.918 
73.98 74.7273 213.96 215.035 282.242 283.186 374 374.937 549.2 550.301 
91.08 92 198.72 199.719 294.909 295.895 360.08 360.982 490.7 491.683 
111.08 112.202 232.24 233.407 312.727 313.773 370.8 371.729 494.6 495.591 
87.54 88.4242 215.64 216.724 321.576 322.651 402.64 403.649 480.2 481.162 
107.06 108.141 181.44 182.352 249.455 250.289 468.48 469.654 521.7 522.745 
112.24 113.374 216.08 217.166 253.515 254.363 344.48 345.343 459.9 460.822 
94.3 95.2525 216.76 217.849 286.909 287.869 389.92 390.897 528.7 529.76 
103.9 104.949 193.4 194.372 284.485 285.436 378.24 379.188 509.6 510.621 
95.54 96.5051 162.76 163.578 281.091 282.031 353.68 354.566 466.4 467.335 
112.84 113.98 201.2 202.211 288.788 289.754 415.84 416.882 445 445.892 
112.48 113.616 183.8 184.724 316.424 317.483 394.16 395.148 487.9 488.878 
103.34 104.384 163.52 164.342 349.939 351.11 418.8 419.85 590.2 591.383 
73.06 73.798 210.44 211.497 333.03 334.144 414 415.038 477.8 478.758 
108.96 110.061 203.52 204.543 298.485 299.483 400.56 401.564 532.7 533.768 
93.5 94.4444 225.08 226.211 304.364 305.382 336.72 337.564 496.7 497.695 
90.1 91.0101 174.36 175.236 305.394 306.415 414.56 415.599 490.6 491.583 
98.78 99.7778 198.48 199.477 307.091 308.118 416.48 417.524 584.6 585.772 
126.08 127.354 173.6 174.472 296.909 297.902 395.76 396.752 495 495.992 
97.08 98.0606 191.76 192.724 329.939 331.043 408.64 409.664 516.7 517.735 
104.08 105.131 195.28 196.261 289.879 290.848 409.04 410.065 525.3 526.353 
72.48 73.2121 177 177.889 295.576 296.564 402.08 403.088 502.6 503.607 
79.64 80.4444 215.08 216.161 268.667 269.565 390.88 391.86 468.1 469.038 
85.62 86.4848 177 177.889 334.545 335.664 361.84 362.747 469.6 470.541 
79.1 79.899 202.28 203.296 271.091 271.998 375.28 376.221 490.7 491.683 
75.84 76.6061 206.04 207.075 264.242 265.126 400.32 401.323 514.6 515.631 
96.52 97.4949 183.28 184.201 291.152 292.125 463.6 464.762 487.6 488.577 
75.48 76.2424 211.6 212.663 285.152 286.105 386.8 387.769 491.3 492.285 
82.56 83.3939 199.64 200.643 321.152 322.226 376.4 377.343 519.2 520.24 
85.98 86.8485 217.08 218.171 298.727 299.726 359.2 360.1 524.3 525.351 
96.54 97.5152 213.76 214.834 303.818 304.834 402.4 403.409 519.6 520.641 
102.72 103.758 203.08 204.101 331.818 332.928 382.88 383.84 497.6 498.597 
88.44 89.3333 214.68 215.759 319.515 320.584 386.96 387.93 539.4 540.481 
91.84 92.7677 185.68 186.613 308.121 309.152 404.48 405.494 478.6 479.559 
121.44 122.667 179.88 180.784 298.848 299.848 413.2 414.236 478.5 479.459 
114.52 115.677 211.68 212.744 279.879 280.815 420.64 421.694 496.8 497.796 
103.42 104.465 203.4 204.422 307.333 308.361 392.72 393.704 526 527.054 
94.98 95.9394 185.32 186.251 297.212 298.206 374.96 375.9 490.7 491.683 
82.46 83.2929 234.16 235.337 313.091 314.138 408.56 409.584 569.6 570.741 
82.06 82.8889 198.44 199.437 306.545 307.571 360.56 361.464 549.5 550.601 
102.88 103.919 201.48 202.492 296.545 297.537 427.6 428.672 486.1 487.074 
105 106.061 200.88 201.889 294 294.983 376.96 377.905 508.5 509.519 
92.82 93.7576 213.16 214.231 320.303 321.374 419.2 420.251 480.1 481.062 
88.72 89.6162 192 192.965 288.121 289.085 436.56 437.654 553.3 554.409 
91.02 91.9394 213.48 214.553 286.909 287.869 396.8 397.794 514.2 515.23 
110.96 112.081 235.28 236.462 298.667 299.666 392 392.982 500.2 501.202 
86.04 86.9091 217.08 218.171 325.03 326.117 424.4 425.464 452.1 453.006 
89.88 90.7879 223.88 225.005 291.03 292.004 394.56 395.549 518.7 519.739 
88.1 88.9899 197.36 198.352 273.091 274.004 398.08 399.078 517.2 518.236 
94.32 95.2727 209.08 210.131 292.606 293.585 391.36 392.341 509.1 510.12 
