0.1 499.611 0.388816
0.129 387.295 0.301408
0.158 316.21 0.246086
0.187 267.172 0.207923
0.216 231.298 0.179865
0.245 203.92 0.158575
0.274 181.905 0.445695
0.303 164.253 0.447282
0.332 148.948 0.986966
0.361 136.764 0.911855
0.39 123.699 1.15135
0.419 114.429 1.12189
0.448 103.152 1.38162
0.477 92.01 1.82672
0.506 77.8139 2.15419
0.535 67.1226 2.28396
0.564 56.397 1.79938
0.593 47.1015 1.11871
0.622 41.1812 1.209
0.651 32.1695 0.83795
0.68 28.4088 0.994513
0.709 24.4254 0.893466
0.738 20.2651 0.703112
0.767 17.3854 0.540543
0.796 15.1339 0.389393
0.825 13.6154 0.447258
0.854 11.9569 0.38869
0.883 10.7012 0.250509
0.912 9.52052 0.20523
0.941 8.45641 0.172581
0.97 7.84069 0.130518
0.999 7.08824 0.107731
1.028 6.5818 0.0920387
1.057 6.07439 0.0972904
1.086 5.67026 0.0850078
1.115 5.22777 0.0776713
1.144 4.91451 0.0744463
1.173 4.61324 0.0661314
1.202 4.2998 0.0646778
1.231 4.04226 0.0681062
1.26 3.81474 0.0646273
1.289 3.57869 0.0570883
1.318 3.38653 0.0502268
1.347 3.22317 0.0410571
1.376 3.05844 0.0416194
1.405 2.90491 0.0405493
1.434 2.79158 0.0372747
1.463 2.67032 0.0371823
1.492 2.54331 0.0340942
1.521 2.426 0.0336291
1.55 2.32372 0.0328509
1.579 2.23294 0.0277131
1.608 2.15491 0.0239833
1.637 2.07198 0.0194812
1.666 1.99282 0.0171823
1.695 1.91186 0.0156239
1.724 1.84168 0.0137958
1.753 1.78168 0.0138157
1.782 1.72246 0.0156259
1.811 1.66572 0.0128689
1.84 1.60455 0.0107645
1.869 1.54514 0.00920093
1.898 1.49916 0.00698736
1.927 1.44797 0.0062088
1.956 1.40429 0.00621508
1.985 1.36478 0.00677962
2.014 1.32252 0.00699911
2.043 1.28692 0.0073878
2.072 1.25267 0.00766966
2.101 1.22101 0.00809158
2.13 1.18663 0.00818336
2.159 1.15675 0.00879213
2.188 1.12922 0.00856856
2.217 1.10121 0.00929367
2.246 1.07813 0.00966984
2.275 1.05352 0.00911429
2.304 1.02876 0.00884162
2.333 1.00604 0.00804427
2.362 0.984203 0.00793236
2.391 0.961329 0.00772847
2.42 0.938791 0.00764335
2.449 0.919663 0.00742075
2.478 0.899485 0.00731043
2.507 0.88148 0.00718596
2.536 0.863228 0.00703356
2.565 0.843589 0.00662457
2.594 0.828452 0.00659634
2.623 0.81307 0.00646385
2.652 0.795865 0.00628326
2.681 0.779063 0.00594936
2.71 0.764839 0.00560435
2.739 0.752193 0.00534095
2.768 0.738638 0.00506702
2.797 0.726898 0.00479943
2.826 0.716679 0.00450582
2.855 0.703456 0.00448414
2.884 0.689629 0.0042673
2.913 0.677873 0.00448855
2.942 0.667006 0.00395662
2.971 0.656794 0.0037916
3 0.646717 0.00368344
