1 1.76816 1.76816 0
2 1.76816 1.76816 nan
3 1.76816 1.76816 nan
4 1.76816 1.76816 nan
5 1.76816 1.76816 nan
6 1.76816 1.76816 nan
7 1.76816 1.76816 0
8 1.76816 1.76816 nan
9 1.76816 1.76816 nan
10 1.76816 1.76816 nan
11 1.76816 1.76816 nan
12 1.76816 1.76816 1.97175e-07
13 1.76816 1.76816 3.93731e-07
14 1.76814 1.76816 1.52861e-06
15 1.76813 1.76816 2.5177e-06
16 1.76811 1.76816 3.70071e-06
17 1.76809 1.76815 5.23433e-06
18 1.76808 1.76815 6.19317e-06
19 1.76805 1.76814 7.68214e-06
20 1.76803 1.76814 9.29961e-06
21 1.76801 1.76813 1.07617e-05
22 1.76799 1.76812 1.22272e-05
23 1.76796 1.76812 1.36727e-05
24 1.76794 1.76811 1.51352e-05
25 1.76791 1.7681 1.6591e-05
26 1.76788 1.76809 1.80686e-05
27 1.76786 1.76808 1.93497e-05
28 1.76784 1.76808 2.05535e-05
29 1.76781 1.76807 2.18259e-05
30 1.76779 1.76806 2.29807e-05
31 1.76777 1.76805 2.40406e-05
32 1.76776 1.76804 2.5022e-05
33 1.76773 1.76803 2.60148e-05
34 1.7677 1.76802 2.70367e-05
35 1.76768 1.76801 2.79821e-05
36 1.76767 1.768 2.87973e-05
37 1.76766 1.76799 2.95066e-05
38 1.76762 1.76798 3.03233e-05
39 1.7676 1.76797 3.10931e-05
40 1.76759 1.76796 3.17506e-05
41 1.7676 1.76795 3.22177e-05
42 1.76759 1.76795 3.26361e-05
43 1.76758 1.76794 3.29702e-05
44 1.76757 1.76793 3.3301e-05
45 1.76756 1.76792 3.35636e-05
46 1.76755 1.76791 3.37808e-05
47 1.76755 1.7679 3.39475e-05
48 1.76753 1.7679 3.41155e-05
49 1.76752 1.76789 3.42738e-05
50 1.76752 1.76788 3.44031e-05
51 1.76751 1.76787 3.44974e-05
52 1.7675 1.76787 3.45995e-05
53 1.7675 1.76786 3.46444e-05
54 1.7675 1.76785 3.46491e-05
55 1.76749 1.76785 3.46353e-05
56 1.76749 1.76784 3.45899e-05
57 1.76749 1.76783 3.45247e-05
58 1.76748 1.76783 3.44565e-05
59 1.76749 1.76782 3.43586e-05
60 1.76748 1.76782 3.42543e-05
61 1.76748 1.76781 3.41448e-05
62 1.76748 1.76781 3.40067e-05
63 1.76748 1.7678 3.38726e-05
64 1.76747 1.7678 3.37481e-05
65 1.76746 1.76779 3.36216e-05
66 1.76746 1.76779 3.34881e-05
67 1.76745 1.76778 3.33592e-05
68 1.76745 1.76778 3.32193e-05
69 1.76745 1.76777 3.3065e-05
70 1.76745 1.76777 3.29073e-05
71 1.76744 1.76776 3.27608e-05
72 1.76744 1.76776 3.26203e-05
73 1.76744 1.76775 3.24678e-05
74 1.76743 1.76775 3.23261e-05
75 1.76742 1.76774 3.21947e-05
76 1.76741 1.76774 3.20775e-05
77 1.76741 1.76774 3.19403e-05
78 1.76741 1.76773 3.1809e-05
79 1.76741 1.76773 3.16679e-05
80 1.76741 1.76772 3.15217e-05
81 1.76741 1.76772 3.13675e-05
82 1.76741 1.76772 3.12167e-05
83 1.76741 1.76771 3.10624e-05
84 1.7674 1.76771 3.09082e-05
85 1.76739 1.7677 3.07678e-05
86 1.76738 1.7677 3.06406e-05
87 1.76738 1.7677 3.05128e-05
88 1.76737 1.76769 3.03877e-05
