100 -3.29603 -3.29603 0
200 -3.29623 -3.29613 9.76851e-05
300 -3.29253 -3.29493 0.00120002
400 -3.29468 -3.29487 0.000850919
500 -3.29523 -3.29494 0.000663118
600 -3.29541 -3.29502 0.000546993
700 -3.29208 -3.2946 0.000623863
800 -3.29348 -3.29446 0.000558063
900 -3.29421 -3.29443 0.000492965
1000 -3.29392 -3.29438 0.000443915
1100 -3.29454 -3.29439 0.000401793
1200 -3.2942 -3.29438 0.000367144
1300 -3.2958 -3.29449 0.000354999
1400 -3.29667 -3.29464 0.000363735
1500 -3.29336 -3.29456 0.000349246
1600 -3.2957 -3.29463 0.000334367
1700 -3.29527 -3.29467 0.000316363
1800 -3.29627 -3.29476 0.00031135
1900 -3.29584 -3.29481 0.000300007
2000 -3.29357 -3.29475 0.000291342
2100 -3.29088 -3.29457 0.00033285
2200 -3.29367 -3.29453 0.000319963
2300 -3.29359 -3.29448 0.000308431
2400 -3.29459 -3.29449 0.000295334
2500 -3.29602 -3.29455 0.000289796
2600 -3.29415 -3.29453 0.000278856
2700 -3.29252 -3.29446 0.000278556
2800 -3.29754 -3.29457 0.000290049
2900 -3.29632 -3.29463 0.000286297
3000 -3.29493 -3.29464 0.000276772
3100 -3.29517 -3.29466 0.000268236
3200 -3.29568 -3.29469 0.000261683
3300 -3.29601 -3.29473 0.000256744
3400 -3.29737 -3.29481 0.000260938
3500 -3.29498 -3.29481 0.000253421
3600 -3.29766 -3.29489 0.000258669
3700 -3.2959 -3.29492 0.000253051
3800 -3.29655 -3.29496 0.000250038
3900 -3.29604 -3.29499 0.000245116
4000 -3.29851 -3.29508 0.000254613
4100 -3.29518 -3.29508 0.000248338
4200 -3.2922 -3.29501 0.00025186
4300 -3.29218 -3.29495 0.000254583
4400 -3.29299 -3.2949 0.000252652
4500 -3.29309 -3.29486 0.000250213
4600 -3.29569 -3.29488 0.000245372
4700 -3.29688 -3.29492 0.000243825
4800 -3.29475 -3.29492 0.000238717
4900 -3.29359 -3.29489 0.000235356
5000 -3.29547 -3.2949 0.000230889
5100 -3.29471 -3.2949 0.000226348
5200 -3.29221 -3.29485 0.000227889
5300 -3.29662 -3.29488 0.000226052
5400 -3.29493 -3.29488 0.000221828
5500 -3.29263 -3.29484 0.000221559
5600 -3.29458 -3.29484 0.000217616
5700 -3.29314 -3.29481 0.000215813
5800 -3.29285 -3.29477 0.000214724
5900 -3.29388 -3.29476 0.000211596
6000 -3.29424 -3.29475 0.000208218
6100 -3.29669 -3.29478 0.00020724
6200 -3.29587 -3.2948 0.000204621
6300 -3.29754 -3.29484 0.000206004
6400 -3.29749 -3.29488 0.000206955
6500 -3.29458 -3.29488 0.0002038
6600 -3.29355 -3.29486 0.000201688
6700 -3.29562 -3.29487 0.000198977
6800 -3.2935 -3.29485 0.000197055
6900 -3.29663 -3.29488 0.000195876
7000 -3.29611 -3.29489 0.000193857
7100 -3.29524 -3.2949 0.00019117
7200 -3.29428 -3.29489 0.000188694
7300 -3.29521 -3.29489 0.000186144
7400 -3.29546 -3.2949 0.000183771
7500 -3.29303 -3.29488 0.000183021
7600 -3.29633 -3.2949 0.000181613
7700 -3.29468 -3.29489 0.000179262
7800 -3.2956 -3.2949 0.000177181
7900 -3.29346 -3.29488 0.000175879
8000 -3.29468 -3.29488 0.000173684
8100 -3.29481 -3.29488 0.000171528
8200 -3.29772 -3.29491 0.00017293
8300 -3.29451 -3.29491 0.000170902
8400 -3.29242 -3.29488 0.000171435
8500 -3.29382 -3.29487 0.000169868
8600 -3.29493 -3.29487 0.000167883
8700 -3.29608 -3.29488 0.000166522
8800 -3.29489 -3.29488 0.000164619
8900 -3.29517 -3.29489 0.000162791
9000 -3.29702 -3.29491 0.000162714
9100 -3.29691 -3.29493 0.000162405
9200 -3.29789 -3.29496 0.000163808
9300 -3.29547 -3.29497 0.000162128
9400 -3.29495 -3.29497 0.000160394
9500 -3.29253 -3.29494 0.000160761
9600 -3.29373 -3.29493 0.000159582
9700 -3.29434 -3.29492 0.000158046
9800 -3.29082 -3.29488 0.000161936
9900 -3.29809 -3.29491 0.00016353
10000 -3.29533 -3.29492 0.000161941
