0 28 21 6 5 8 3 16 26 1 31 2 10 11 29 18 12 25 22 14 13 30 15 24 7 20 4 19 17 9 23 27 
0 11 12 2 23 17 28 13 9 16 30 8 22 29 24 25 14 20 31 4 26 7 18 27 1 5 3 6 19 10 21 15 
0 5 13 16 12 11 14 4 26 24 8 31 10 18 27 7 22 15 21 2 30 25 23 20 19 3 6 17 29 9 1 28 
0 6 17 7 10 3 11 12 8 14 29 18 20 16 22 21 24 23 15 2 27 4 9 19 26 30 28 5 1 31 25 13 
0 6 17 7 10 3 11 12 8 14 29 18 20 16 22 21 24 23 15 2 27 4 9 19 26 30 28 5 1 31 25 13 
0 22 23 14 27 1 15 16 6 11 10 7 8 31 21 4 26 24 28 12 3 5 13 2 19 25 30 9 17 29 18 20 
0 22 23 14 27 1 15 16 6 11 10 7 8 31 21 4 26 24 28 12 3 5 13 2 19 25 30 9 17 29 18 20 
0 14 11 15 29 2 18 6 13 23 12 20 30 17 24 16 28 19 21 5 27 9 22 8 1 25 3 10 31 4 26 7 
0 22 14 31 29 12 20 19 24 13 10 7 23 3 2 11 21 27 1 25 18 30 28 17 9 4 26 16 5 15 8 6 
0 9 17 20 27 10 2 28 21 18 11 15 25 4 16 12 14 23 22 3 5 30 8 19 13 26 7 29 24 1 6 31 
0 17 18 27 19 14 5 8 7 12 11 24 31 20 22 28 16 29 23 10 3 1 6 15 9 4 13 21 25 26 2 30 
0 17 18 27 19 14 5 8 7 12 11 24 31 20 22 28 16 29 23 10 3 1 6 15 9 4 13 21 25 26 2 30 
0 30 15 11 22 21 1 31 9 17 8 25 2 26 20 7 5 13 16 6 29 19 18 28 23 4 3 27 10 14 24 12 
0 7 12 6 29 9 4 19 22 26 23 1 24 2 27 31 30 18 25 8 20 21 28 14 17 11 3 15 16 10 5 13 
0 16 10 14 8 20 17 11 28 15 3 25 18 30 31 27 22 26 21 23 19 4 24 9 1 29 6 2 7 13 5 12 
0 16 10 14 8 20 17 11 28 15 3 25 18 30 31 27 22 26 21 23 19 4 24 9 1 29 6 2 7 13 5 12 
0 29 18 15 21 14 5 27 4 13 1 23 10 28 6 20 2 30 9 3 17 26 11 25 19 24 22 8 16 7 31 12 
0 29 18 15 21 14 5 27 4 13 1 23 10 28 6 20 2 30 9 3 17 26 11 25 19 24 22 8 16 7 31 12 
0 8 23 17 26 11 3 1 9 2 28 25 24 4 14 27 19 22 30 29 18 15 5 21 13 10 6 20 7 16 31 12 
0 16 10 14 8 20 17 11 28 15 3 25 18 30 31 27 22 26 21 19 23 4 24 2 9 1 5 7 13 12 29 6 
0 16 10 14 8 20 17 11 28 15 3 25 18 30 31 27 22 26 21 19 23 4 24 2 9 1 5 7 13 12 29 6 
0 16 10 14 8 20 17 11 28 15 3 25 18 30 31 27 22 26 21 19 23 4 24 2 9 1 5 7 13 12 29 6 
0 15 6 29 19 25 18 2 28 20 5 14 10 16 27 3 1 8 30 17 11 31 22 26 21 23 4 24 9 7 13 12 
0 15 6 29 19 25 18 2 28 20 5 14 10 16 27 3 1 8 30 17 11 31 22 26 21 23 4 24 9 7 13 12 
0 8 23 17 26 11 3 4 14 27 19 22 24 25 12 31 15 5 13 21 7 6 20 30 29 9 2 28 18 10 16 1 
0 13 1 8 4 6 10 15 31 23 29 7 26 3 30 14 9 27 19 25 18 2 28 20 5 16 17 11 22 24 21 12 
0 8 23 17 26 11 3 4 14 27 19 22 24 25 28 2 9 1 30 13 6 10 15 31 29 7 18 20 5 16 21 12 
0 8 23 17 26 11 3 4 14 27 19 22 24 25 28 2 9 1 30 13 6 10 15 31 29 7 18 20 5 16 21 12 
0 15 6 29 19 25 18 2 28 20 5 14 10 16 27 3 1 8 30 23 17 26 9 24 4 22 11 31 21 13 7 12 
0 15 6 29 19 25 18 2 28 20 5 14 10 16 27 3 1 8 30 23 17 26 9 24 4 22 11 31 21 13 7 12 
0 8 23 17 26 11 3 4 14 27 19 22 24 9 7 31 16 10 29 28 25 2 1 20 18 5 15 6 30 13 21 12 
0 8 23 17 26 11 3 4 14 27 19 22 24 9 7 31 16 10 29 28 25 2 1 20 18 5 15 6 30 13 21 12 
0 8 23 17 26 11 22 3 19 27 14 4 24 25 28 2 9 5 29 6 30 18 20 15 1 10 16 7 12 13 21 31 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 16 10 29 6 15 30 5 18 20 12 13 21 31 
0 15 6 29 19 25 18 2 28 20 22 11 26 17 23 30 8 1 3 4 9 5 16 27 14 7 24 10 31 12 21 13 
0 15 6 29 19 25 18 2 28 20 22 11 26 17 23 30 8 1 3 4 9 5 16 27 14 7 24 10 31 12 21 13 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 15 30 5 18 20 16 29 6 10 21 13 12 31 
0 8 4 7 23 14 27 19 3 11 17 26 22 24 28 25 13 31 30 15 6 29 10 16 5 18 20 1 9 2 21 12 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 5 18 20 30 15 6 29 10 16 31 12 21 13 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 15 6 29 18 20 30 5 16 10 12 31 21 13 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 15 6 29 18 20 30 5 16 10 12 31 21 13 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 15 6 29 18 20 30 5 16 10 31 12 21 13 
0 15 6 29 19 25 18 2 28 20 22 11 26 17 23 30 8 1 3 7 4 14 27 9 24 5 16 10 31 13 21 12 
0 8 23 7 4 14 27 19 3 1 9 2 25 28 24 22 17 26 11 6 15 5 18 20 30 29 10 16 31 12 21 13 
