-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 8.19672e-06 7.98918e-06
-3.4125 8.19672e-06 7.98918e-06
-3.3875 0 0
-3.3625 2.45902e-05 1.74842e-05
-3.3375 1.63934e-05 1.09971e-05
-3.3125 0 0
-3.2875 8.19672e-06 7.98918e-06
-3.2625 8.19672e-06 7.98918e-06
-3.2375 0 0
-3.2125 8.19672e-06 7.98918e-06
-3.1875 1.63934e-05 1.09971e-05
-3.1625 2.45902e-05 1.30891e-05
-3.1375 0 0
-3.1125 2.45902e-05 1.30891e-05
-3.0875 3.27869e-05 2.48619e-05
-3.0625 4.09836e-05 1.9655e-05
-3.0375 4.91803e-05 2.04097e-05
-3.0125 4.09836e-05 1.9655e-05
-2.9875 5.7377e-05 2.39675e-05
-2.9625 6.55738e-05 2.43154e-05
-2.9375 6.55738e-05 2.69372e-05
-2.9125 0.000114754 3.49684e-05
-2.8875 0.000139344 3.5303e-05
-2.8625 0.000172131 4.84578e-05
-2.8375 0.000204918 4.61862e-05
-2.8125 0.000229508 4.97238e-05
-2.7875 0.000163934 3.27869e-05
-2.7625 0.000204918 5.03615e-05
-2.7375 0.000188525 3.33456e-05
-2.7125 0.000327869 3.66569e-05
-2.6875 0.000344262 5.78435e-05
-2.6625 0.000352459 5.08923e-05
-2.6375 0.00047541 6.64895e-05
-2.6125 0.000721311 8.93405e-05
-2.5875 0.000680328 7.35653e-05
-2.5625 0.000729508 7.19026e-05
-2.5375 0.000983607 8.43904e-05
-2.5125 0.00104098 9.07396e-05
-2.4875 0.00140984 0.000105862
-2.4625 0.00113115 9.76064e-05
-2.4375 0.00135246 0.000134124
-2.4125 0.00167213 0.000127827
