0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00140778 0.0250466 0.156434 0.542141 1.14838 1.87336 2.31958 2.51317 2.50865 2.36132 2.16585 1.91198 1.72143 1.56082 1.38448 1.19973 1.0839 1.01404 0.908848 0.838672 0.774547 0.756324 0.73313 0.716773 0.657163 0.634815 0.628306 0.630875 0.645337 0.650625 0.661112 0.698641 0.748619 0.765155 0.81445 0.843052 0.898587 0.921754 0.990675 1.03355 1.08855 1.1196 1.15151 1.18046 1.17528 1.17455 1.1924 1.20996 1.18624 1.17974 1.16417 1.13192 1.12495 1.09066 1.06135 1.03002 0.981373 0.944011 0.927359 0.891365 0.891299 0.873933 0.873574 0.89665 0.880795 0.880788 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0228767 0.160527 0.553016 1.20339 1.75691 2.23802 2.52648 2.55663 2.34781 2.11911 1.92112 1.72315 1.54367 1.35418 1.27486 1.13454 0.999258 0.919153 0.84267 0.779715 0.745488 0.708854 0.712945 0.706767 0.690586 0.669516 0.652222 0.668377 0.658707 0.660655 0.694348 0.715272 0.740267 0.803623 0.837527 0.879965 0.920211 0.976268 1.03766 1.07856 1.09122 1.11276 1.15529 1.1484 1.19524 1.19157 1.20033 1.19195 1.18032 1.1671 1.13218 1.09699 1.09785 1.08409 1.02885 1.0005 0.971041 0.977494 0.952015 0.890158 0.887294 0.886407 0.880923 0.871981 0.847976 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00227336 0.0255507 0.158318 0.523894 1.21431 1.90095 2.29961 2.51188 2.5381 2.34575 2.11394 1.93407 1.66869 1.51425 1.34181 1.19976 1.09197 0.976806 0.848691 0.835315 0.791111 0.768845 0.731126 0.712545 0.684419 0.696126 0.663044 0.673546 0.640634 0.66062 0.68607 0.727645 0.75088 0.787901 0.814744 0.868489 0.901817 0.95394 0.992587 1.02526 1.05727 1.09035 1.11624 1.14673 1.18255 1.19343 1.20165 1.19984 1.16446 1.14704 1.11764 1.11005 1.0874 1.0679 1.02661 1.01908 1.00316 0.985633 0.936577 0.919791 0.916018 0.894544 0.907256 0.895634 0.897164 0.888863 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00106009 0.0226669 0.170709 0.515279 1.19993 1.85402 2.32734 2.48816 2.5883 2.43078 2.1508 1.90838 1.6861 1.51157 1.31391 1.15229 1.05654 0.954483 0.876749 0.831142 0.798414 0.720905 0.67727 0.669731 0.679432 0.67965 0.668714 0.670826 0.698425 0.720618 0.719211 0.736543 0.772876 0.792833 0.836725 0.881654 0.920825 0.968868 0.978726 1.01377 1.04039 1.05629 1.10988 1.13884 1.16167 1.19146 1.21298 1.23089 1.20185 1.16514 1.11543 1.10801 1.07852 1.05727 1.01448 0.986452 0.968202 0.947781 0.945742 0.906169 0.90976 0.89563 0.909663 0.909517 0.889627 0.884918 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00139896 0.0217083 0.164967 0.528663 1.1731 1.8507 2.3087 2.47708 2.56631 2.3839 2.13311 1.94361 1.6823 1.47248 1.34338 1.25136 1.08577 0.956924 0.926463 0.871453 0.804895 0.741325 0.685555 0.664476 0.668347 0.659092 0.647074 0.664015 0.672907 0.690007 0.706144 0.733536 0.764188 0.787104 0.820594 0.850639 0.893227 0.9512 0.96961 0.993498 1.04939 1.07731 1.11008 1.13453 1.11643 1.19852 1.22278 1.22016 1.21657 1.18849 1.15645 1.1139 1.10723 1.08726 1.06406 1.01237 0.985763 0.98166 0.959069 0.911987 0.900007 0.879775 0.88126 0.865491 0.884023 0.877175 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000524681 0.0222313 0.152416 0.551113 1.21933 1.83708 2.29802 2.5113 2.44568 2.37477 2.15814 1.91775 1.69474 1.55055 1.39434 1.25494 1.0806 0.970684 0.875 0.841927 0.773907 0.74848 0.698602 0.672356 0.678412 0.665206 0.685379 0.671791 0.655282 0.662535 0.661983 0.695402 0.731813 0.750306 0.814344 0.876012 0.910681 0.960415 1.0003 1.02105 1.06031 1.09985 1.12976 1.1478 1.16916 1.21781 1.2324 1.20484 1.20148 1.17599 1.13851 1.12009 1.09852 1.06165 1.01196 0.995374 0.973186 0.962388 0.939313 0.932545 0.90679 0.8783 0.860949 0.884048 0.889201 0.902184 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00193175 0.0269029 0.149403 0.574303 1.21202 1.85659 2.31716 2.50349 2.55872 2.33151 2.15975 1.92856 1.68288 1.53496 1.38259 1.18108 1.06731 0.986935 0.875467 0.816015 0.735597 0.731074 0.71326 0.680545 0.637254 0.642764 0.658737 0.700657 0.690252 0.694114 0.71573 0.766541 0.765733 0.801482 0.809374 0.84529 0.899684 0.936291 1.01824 1.01082 1.07112 1.09729 1.11655 1.16434 1.16597 1.17042 1.19773 1.20861 1.19339 1.1834 1.15535 1.1254 1.09182 1.03606 0.999835 0.981455 0.954061 0.933102 0.914465 0.915763 0.924012 0.893014 0.893978 0.905802 0.898362 0.900756 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00211311 0.0301527 0.175505 0.554719 1.18263 1.79183 2.31165 2.52303 2.49831 2.29248 2.1009 1.92195 1.74079 1.49647 1.35933 1.22434 1.14818 1.01759 0.92667 0.857747 0.807597 0.788601 0.702257 0.676399 0.660843 0.650577 0.65001 0.660254 0.665187 0.665508 0.680134 0.70516 0.746314 0.775306 0.792101 0.880136 0.915954 0.924356 0.967298 1.00337 1.0458 1.07772 1.13391 1.153 1.18602 1.19671 1.17996 1.19932 1.20271 1.17127 1.16565 1.13633 1.10982 1.06154 1.07316 1.03853 0.995832 0.965457 0.952842 0.920672 0.910476 0.92044 0.898515 0.86707 0.875259 0.880467 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000525601 0.0219518 0.163617 0.562458 1.16788 1.79786 2.24285 2.48345 2.46787 2.30215 2.14007 1.95992 1.75114 1.57099 1.40139 1.28165 1.11668 1.02108 0.897977 0.826478 0.793697 0.747985 0.716934 0.695076 0.660347 0.650883 0.63541 0.646507 0.662672 0.659855 0.690494 0.740024 0.736776 0.785684 0.802287 0.835377 0.879382 0.934163 0.963695 0.986982 1.05598 1.10873 1.08753 1.13522 1.14541 1.16535 1.19656 1.21659 1.22944 1.19572 1.20676 1.16552 1.11563 1.08292 1.07046 1.01899 0.991204 0.95779 0.938403 0.928189 0.918944 0.910773 0.892465 0.897164 0.883802 0.878887 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00140919 0.0240518 0.172939 0.531206 1.16261 1.77315 2.26042 2.51668 2.54424 2.40706 2.12532 1.89731 1.70734 1.52133 1.33835 1.19374 1.0749 0.983863 0.92075 0.854629 0.805961 0.776314 0.754483 0.722577 0.685434 0.680408 0.668269 0.648555 0.660045 0.672938 0.666698 0.702627 0.728412 0.769379 0.833627 0.842209 0.857148 0.905602 0.952558 1.02358 1.0573 1.11444 1.12142 1.15348 1.15134 1.16955 1.22791 1.21884 1.21267 1.1923 1.16927 1.11676 1.09914 1.08199 1.0571 1.01912 0.989001 0.974423 0.932523 0.930384 0.925208 0.935628 0.894078 0.878979 0.884832 0.894792 
