0 18 8 6 16 31 19 21 5 29 11 30 22 4 15 28 17 20 7 9 3 2 14 26 23 27 12 25 24 1 13 10 
0 31 2 27 1 3 29 14 12 25 19 16 17 22 30 26 5 8 20 10 7 24 15 13 18 9 11 6 28 23 21 4 
0 28 29 25 3 8 5 19 11 7 30 4 23 27 21 16 18 10 17 15 9 26 31 13 2 12 22 14 6 20 1 24 
0 1 29 26 23 17 13 19 12 28 25 18 7 16 4 3 10 9 31 5 11 8 22 6 21 24 27 2 15 20 14 30 
0 27 5 25 4 15 13 20 21 9 31 26 17 24 30 12 2 10 3 14 7 1 19 28 29 22 23 11 6 16 18 8 
0 17 27 20 7 14 23 29 13 2 10 30 25 1 19 31 26 15 3 24 5 16 21 11 4 9 28 18 22 8 12 6 
0 17 27 20 7 14 23 29 13 2 10 30 25 1 19 31 26 15 3 24 5 16 21 11 4 9 28 18 22 8 12 6 
0 17 27 20 7 14 23 29 13 2 10 30 25 1 19 31 26 15 3 24 5 16 21 11 4 9 28 18 22 8 12 6 
0 17 13 15 1 7 8 23 9 12 10 30 26 22 24 16 27 29 19 4 11 5 2 14 28 6 25 20 31 3 21 18 
0 17 13 15 1 7 8 23 9 12 10 30 26 22 24 16 27 29 19 4 11 5 2 14 28 6 25 20 31 3 21 18 
0 17 13 15 1 7 8 23 9 12 10 30 26 22 24 16 27 29 19 4 11 5 2 14 28 6 25 20 31 3 21 18 
0 28 5 16 10 25 2 3 1 17 31 24 9 7 27 6 8 23 12 13 18 14 21 15 11 20 26 30 19 29 22 4 
0 21 15 5 24 9 23 27 31 8 29 16 22 3 25 13 17 19 7 10 28 4 1 2 26 20 6 14 12 18 11 30 
0 15 10 5 6 13 9 20 18 3 21 23 12 14 31 19 2 24 11 27 25 8 30 16 1 7 22 4 26 28 17 29 
0 15 10 5 6 13 9 20 18 3 21 23 12 14 31 19 2 24 11 27 25 8 30 16 1 7 22 4 26 28 17 29 
